lead_id,team_name,user_name,user_email,customer_name,customer_email,customer_phone,customer_cpf,source,subject,lead_created_at,first_interaction_at,negotiation_importance,negotiation_stage,negotiation_status,is_open,negotiation_created_at,negotiation_updated_at,finalization_reason
789,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 789,cliente_789@provedor.com.br,11994514021,55182907375,Indicação,Interesse no Produto Ref: 1068,2025-11-08 07:24:35,2025-11-08 09:43:35,morno,Contato inicial,Aberto,TRUE,2025-11-08 07:24:35,2025-11-20 09:43:35,
790,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 790,cliente_790@provedor.com.br,11929157408,29875264412,WhatsApp,Interesse no Produto Ref: 8714,2025-12-21 18:52:35,2025-12-21 20:21:35,frio,Teste drive,Finalizado sem venda,FALSE,2025-12-21 18:52:35,2025-12-21 20:21:35,Preço
791,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 791,cliente_791@provedor.com.br,11999310761,84855620970,WhatsApp,Interesse no Produto Ref: 9031,2026-02-25 05:14:35,2026-02-25 06:37:35,morno,Enviou proposta,Finalizado com venda,FALSE,2026-02-25 05:14:35,2026-03-07 06:37:35,Sucesso / Venda Concluída
792,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 792,cliente_792@provedor.com.br,11995848669,52981333387,Instagram,Interesse no Produto Ref: 5488,2025-12-05 08:16:35,2025-12-05 09:11:35,frio,Teste drive,Finalizado com venda,FALSE,2025-12-05 08:16:35,2025-12-20 09:11:35,Sucesso / Venda Concluída
793,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 793,cliente_793@provedor.com.br,11965441419,97334881060,Instagram,Interesse no Produto Ref: 9504,2025-06-16 04:05:35,2025-06-16 08:44:35,morno,Teste drive,Aberto,TRUE,2025-06-16 04:05:35,2025-06-22 08:44:35,
794,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 794,cliente_794@provedor.com.br,11963868017,87035145755,WhatsApp,Interesse no Produto Ref: 9095,2025-12-10 17:01:35,2025-12-10 20:47:35,morno,Teste drive,Aberto,TRUE,2025-12-10 17:01:35,2025-12-24 20:47:35,
795,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 795,cliente_795@provedor.com.br,11936073755,55133618766,Mercado Livre,Interesse no Produto Ref: 2583,2025-06-06 02:59:35,2025-06-06 05:30:35,quente,Teste drive,Finalizado com venda,FALSE,2025-06-06 02:59:35,2025-06-17 05:30:35,Sucesso / Venda Concluída
796,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 796,cliente_796@provedor.com.br,11948796122,24386854950,Facebook,Interesse no Produto Ref: 5043,2025-10-09 03:09:35,2025-10-09 06:40:35,morno,Aguardando pagamento,Em negociação,TRUE,2025-10-09 03:09:35,2025-10-12 06:40:35,
797,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 797,cliente_797@provedor.com.br,11992045171,43137359983,Loja Física,Interesse no Produto Ref: 7084,2025-07-04 23:22:35,2025-07-05 00:27:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-07-04 23:22:35,2025-07-13 00:27:35,Sem estoque
798,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 798,cliente_798@provedor.com.br,11907083233,86188242883,Loja Física,Interesse no Produto Ref: 1378,2026-03-20 18:54:35,2026-03-20 22:07:35,morno,Contato inicial,Finalizado sem venda,FALSE,2026-03-20 18:54:35,2026-04-01 22:07:35,Preço
799,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 799,cliente_799@provedor.com.br,11932078381,19464304421,Facebook,Interesse no Produto Ref: 1482,2025-06-30 08:24:35,2025-06-30 12:06:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-06-30 08:24:35,2025-07-03 12:06:35,Desistência
800,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 800,cliente_800@provedor.com.br,11978869350,36504480410,Instagram,Interesse no Produto Ref: 3893,2025-04-05 06:36:35,2025-04-05 07:06:35,quente,Teste drive,Aberto,TRUE,2025-04-05 06:36:35,2025-04-11 07:06:35,
801,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 801,cliente_801@provedor.com.br,11932663491,17346843323,Indicação,Interesse no Produto Ref: 6013,2025-04-10 01:54:35,2025-04-10 05:39:35,quente,Teste drive,Em negociação,TRUE,2025-04-10 01:54:35,2025-04-20 05:39:35,
802,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 802,cliente_802@provedor.com.br,11934947632,45829156201,Instagram,Interesse no Produto Ref: 8178,2026-01-18 15:43:35,2026-01-18 19:27:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2026-01-18 15:43:35,2026-01-18 19:27:35,Falta de contato
803,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 803,cliente_803@provedor.com.br,11947374353,51869235131,WhatsApp,Interesse no Produto Ref: 5203,2025-09-13 20:39:35,2025-09-13 22:50:35,quente,Teste drive,Aberto,TRUE,2025-09-13 20:39:35,2025-09-24 22:50:35,
804,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 804,cliente_804@provedor.com.br,11914495991,63794716798,Facebook,Interesse no Produto Ref: 3066,2025-09-11 02:36:35,2025-09-11 03:16:35,morno,Enviou proposta,Finalizado com venda,FALSE,2025-09-11 02:36:35,2025-09-17 03:16:35,Sucesso / Venda Concluída
805,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 805,cliente_805@provedor.com.br,11901494911,26377417779,Indicação,Interesse no Produto Ref: 7169,2025-12-05 03:50:35,2025-12-05 07:21:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-12-05 03:50:35,2025-12-15 07:21:35,
806,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 806,cliente_806@provedor.com.br,11923467662,86464368787,WhatsApp,Interesse no Produto Ref: 9081,2025-06-23 09:53:35,2025-06-23 13:33:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-06-23 09:53:35,2025-07-01 13:33:35,Preço
807,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 807,cliente_807@provedor.com.br,11967933726,34911748283,Instagram,Interesse no Produto Ref: 3944,2026-03-05 09:26:35,2026-03-05 13:12:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2026-03-05 09:26:35,2026-03-19 13:12:35,
808,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 808,cliente_808@provedor.com.br,11927610749,84507179931,Loja Física,Interesse no Produto Ref: 7080,2026-03-05 11:51:35,2026-03-05 14:05:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2026-03-05 11:51:35,2026-03-06 14:05:35,Sem estoque
809,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 809,cliente_809@provedor.com.br,11981197695,54754760796,WhatsApp,Interesse no Produto Ref: 5919,2025-08-21 08:52:35,2025-08-21 10:34:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2025-08-21 08:52:35,2025-09-04 10:34:35,
810,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 810,cliente_810@provedor.com.br,11959895543,10269065935,Loja Física,Interesse no Produto Ref: 3032,2025-11-05 23:05:35,2025-11-06 01:36:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-11-05 23:05:35,2025-11-06 01:36:35,Sem estoque
811,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 811,cliente_811@provedor.com.br,11987020411,78372008352,Indicação,Interesse no Produto Ref: 7425,2025-07-02 04:14:35,2025-07-02 07:04:35,frio,Teste drive,Finalizado com venda,FALSE,2025-07-02 04:14:35,2025-07-12 07:04:35,Sucesso / Venda Concluída
812,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 812,cliente_812@provedor.com.br,11989538216,69844057236,Facebook,Interesse no Produto Ref: 4764,2025-07-22 08:03:35,2025-07-22 11:09:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2025-07-22 08:03:35,2025-07-24 11:09:35,
813,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 813,cliente_813@provedor.com.br,11910491533,75804326001,Mercado Livre,Interesse no Produto Ref: 6033,2026-02-10 17:33:35,2026-02-10 22:00:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2026-02-10 17:33:35,2026-02-12 22:00:35,Preço
814,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 814,cliente_814@provedor.com.br,11997982660,83389406612,Facebook,Interesse no Produto Ref: 2048,2025-04-10 18:23:35,2025-04-10 20:37:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-04-10 18:23:35,2025-04-16 20:37:35,Falta de contato
815,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 815,cliente_815@provedor.com.br,11967596816,19379068933,WhatsApp,Interesse no Produto Ref: 3400,2025-10-24 00:12:35,2025-10-24 04:05:35,quente,Enviou proposta,Em negociação,TRUE,2025-10-24 00:12:35,2025-11-03 04:05:35,
816,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 816,cliente_816@provedor.com.br,11998609810,56065883961,Indicação,Interesse no Produto Ref: 6374,2025-09-07 18:54:35,2025-09-07 21:20:35,quente,Aguardando pagamento,Aberto,TRUE,2025-09-07 18:54:35,2025-09-21 21:20:35,
817,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 817,cliente_817@provedor.com.br,11928304448,54365805296,Loja Física,Interesse no Produto Ref: 8990,2025-04-21 03:48:35,2025-04-21 06:20:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-04-21 03:48:35,2025-04-23 06:20:35,Sucesso / Venda Concluída
818,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 818,cliente_818@provedor.com.br,11971556445,29250401008,Instagram,Interesse no Produto Ref: 5360,2025-07-05 00:20:35,2025-07-05 03:46:35,morno,Teste drive,Finalizado com venda,FALSE,2025-07-05 00:20:35,2025-07-08 03:46:35,Sucesso / Venda Concluída
819,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 819,cliente_819@provedor.com.br,11955897239,96799819522,Facebook,Interesse no Produto Ref: 1133,2025-07-31 08:39:35,2025-07-31 11:36:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-07-31 08:39:35,2025-08-15 11:36:35,Sucesso / Venda Concluída
820,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 820,cliente_820@provedor.com.br,11985571522,39735198860,Indicação,Interesse no Produto Ref: 7435,2025-04-09 10:09:35,2025-04-09 11:08:35,frio,Teste drive,Finalizado sem venda,FALSE,2025-04-09 10:09:35,2025-04-23 11:08:35,Sem estoque
821,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 821,cliente_821@provedor.com.br,11941855556,62874552135,Mercado Livre,Interesse no Produto Ref: 2033,2025-06-01 04:34:35,2025-06-01 08:28:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-06-01 04:34:35,2025-06-12 08:28:35,
822,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 822,cliente_822@provedor.com.br,11957171446,73635908666,Loja Física,Interesse no Produto Ref: 1011,2025-10-01 19:28:35,2025-10-01 23:50:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-10-01 19:28:35,2025-10-04 23:50:35,Comprou em outra loja
823,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 823,cliente_823@provedor.com.br,11959109328,02420193112,Facebook,Interesse no Produto Ref: 1426,2025-12-08 19:34:35,2025-12-08 20:12:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-12-08 19:34:35,2025-12-21 20:12:35,
824,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 824,cliente_824@provedor.com.br,11937033318,55185383377,Loja Física,Interesse no Produto Ref: 9844,2025-09-28 11:33:35,2025-09-28 11:39:35,morno,Teste drive,Aberto,TRUE,2025-09-28 11:33:35,2025-10-02 11:39:35,
825,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 825,cliente_825@provedor.com.br,11956435749,09521194691,Instagram,Interesse no Produto Ref: 1185,2025-06-11 20:05:35,2025-06-11 22:47:35,morno,Enviou proposta,Finalizado sem venda,FALSE,2025-06-11 20:05:35,2025-06-16 22:47:35,Desistência
826,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 826,cliente_826@provedor.com.br,11915931091,37780611599,Loja Física,Interesse no Produto Ref: 2272,2025-04-12 15:10:35,2025-04-12 19:14:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-04-12 15:10:35,2025-04-14 19:14:35,Sucesso / Venda Concluída
827,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 827,cliente_827@provedor.com.br,11930359832,44246378838,WhatsApp,Interesse no Produto Ref: 2675,2025-12-26 16:09:35,2025-12-26 19:19:35,quente,Enviou proposta,Aberto,TRUE,2025-12-26 16:09:35,2026-01-04 19:19:35,
828,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 828,cliente_828@provedor.com.br,11960512633,81670416430,Mercado Livre,Interesse no Produto Ref: 8245,2026-01-21 09:48:35,2026-01-21 14:38:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2026-01-21 09:48:35,2026-02-05 14:38:35,
829,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 829,cliente_829@provedor.com.br,11903416125,27439426154,Facebook,Interesse no Produto Ref: 7112,2025-11-05 04:34:35,2025-11-05 08:01:35,morno,Aguardando resposta do cliente,Em negociação,TRUE,2025-11-05 04:34:35,2025-11-15 08:01:35,
830,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 830,cliente_830@provedor.com.br,11957595376,34410769920,Mercado Livre,Interesse no Produto Ref: 5732,2025-08-11 10:08:35,2025-08-11 11:09:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2025-08-11 10:08:35,2025-08-24 11:09:35,
831,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 831,cliente_831@provedor.com.br,11949422331,12377884296,WhatsApp,Interesse no Produto Ref: 7929,2025-06-09 12:25:35,2025-06-09 14:05:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-06-09 12:25:35,2025-06-23 14:05:35,Sem estoque
832,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 832,cliente_832@provedor.com.br,11968034000,80133485521,Indicação,Interesse no Produto Ref: 3665,2025-06-07 05:39:35,2025-06-07 10:05:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-06-07 05:39:35,2025-06-16 10:05:35,Sucesso / Venda Concluída
833,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 833,cliente_833@provedor.com.br,11981280498,96329266742,WhatsApp,Interesse no Produto Ref: 1345,2026-03-03 03:40:35,2026-03-03 07:07:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2026-03-03 03:40:35,2026-03-04 07:07:35,
834,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 834,cliente_834@provedor.com.br,11907028059,21839791979,Mercado Livre,Interesse no Produto Ref: 9394,2025-05-29 06:38:35,2025-05-29 11:13:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-05-29 06:38:35,2025-06-13 11:13:35,Sucesso / Venda Concluída
835,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 835,cliente_835@provedor.com.br,11966448413,73200928163,Indicação,Interesse no Produto Ref: 5077,2025-07-14 14:35:35,2025-07-14 19:29:35,quente,Contato inicial,Em negociação,TRUE,2025-07-14 14:35:35,2025-07-28 19:29:35,
836,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 836,cliente_836@provedor.com.br,11979839821,66352774049,WhatsApp,Interesse no Produto Ref: 4644,2026-02-09 16:36:35,2026-02-09 18:02:35,morno,Aguardando pagamento,Finalizado sem venda,FALSE,2026-02-09 16:36:35,2026-02-16 18:02:35,Falta de contato
837,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 837,cliente_837@provedor.com.br,11928823875,71580219091,Mercado Livre,Interesse no Produto Ref: 8504,2025-05-03 08:55:35,2025-05-03 11:53:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-05-03 08:55:35,2025-05-17 11:53:35,Preço
838,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 838,cliente_838@provedor.com.br,11995849471,62873408779,WhatsApp,Interesse no Produto Ref: 6338,2025-08-19 02:28:35,2025-08-19 04:53:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-08-19 02:28:35,2025-08-29 04:53:35,Preço
839,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 839,cliente_839@provedor.com.br,11945141861,33896186039,Facebook,Interesse no Produto Ref: 6870,2026-03-01 00:38:35,2026-03-01 01:41:35,morno,Aguardando resposta do cliente,Em negociação,TRUE,2026-03-01 00:38:35,2026-03-16 01:41:35,
840,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 840,cliente_840@provedor.com.br,11984412709,81086670197,WhatsApp,Interesse no Produto Ref: 9185,2025-05-24 10:50:35,2025-05-24 11:20:35,quente,Teste drive,Finalizado sem venda,FALSE,2025-05-24 10:50:35,2025-06-03 11:20:35,Sem estoque
841,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 841,cliente_841@provedor.com.br,11983631325,55609189435,Facebook,Interesse no Produto Ref: 6612,2025-05-09 13:45:35,2025-05-09 17:48:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-05-09 13:45:35,2025-05-13 17:48:35,
842,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 842,cliente_842@provedor.com.br,11909396042,86181970568,Mercado Livre,Interesse no Produto Ref: 8365,2025-09-28 18:30:35,2025-09-28 20:14:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2025-09-28 18:30:35,2025-10-04 20:14:35,Sucesso / Venda Concluída
843,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 843,cliente_843@provedor.com.br,11919515561,04714690921,WhatsApp,Interesse no Produto Ref: 4745,2025-06-10 00:26:35,2025-06-10 02:06:35,morno,Contato inicial,Finalizado com venda,FALSE,2025-06-10 00:26:35,2025-06-22 02:06:35,Sucesso / Venda Concluída
844,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 844,cliente_844@provedor.com.br,11984925467,44443839261,Facebook,Interesse no Produto Ref: 7769,2025-07-01 01:29:35,2025-07-01 04:20:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-07-01 01:29:35,2025-07-06 04:20:35,
845,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 845,cliente_845@provedor.com.br,11970566895,42047671981,Loja Física,Interesse no Produto Ref: 3103,2025-04-17 12:31:35,2025-04-17 14:23:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-04-17 12:31:35,2025-04-17 14:23:35,Sem estoque
846,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 846,cliente_846@provedor.com.br,11979567940,07063861409,Mercado Livre,Interesse no Produto Ref: 9690,2025-10-16 07:07:35,2025-10-16 07:36:35,morno,Contato inicial,Em negociação,TRUE,2025-10-16 07:07:35,2025-10-27 07:36:35,
847,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 847,cliente_847@provedor.com.br,11951717242,98774027363,Indicação,Interesse no Produto Ref: 3298,2025-06-22 20:33:35,2025-06-22 21:54:35,morno,Aguardando pagamento,Aberto,TRUE,2025-06-22 20:33:35,2025-06-25 21:54:35,
848,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 848,cliente_848@provedor.com.br,11970471948,59053016918,Loja Física,Interesse no Produto Ref: 3524,2025-11-17 11:29:35,2025-11-17 15:55:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-11-17 11:29:35,2025-11-20 15:55:35,Desistência
849,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 849,cliente_849@provedor.com.br,11934609389,34696686880,Instagram,Interesse no Produto Ref: 9782,2025-05-04 05:24:35,2025-05-04 05:45:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-05-04 05:24:35,2025-05-07 05:45:35,
850,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 850,cliente_850@provedor.com.br,11934394062,44088583970,WhatsApp,Interesse no Produto Ref: 2129,2026-02-23 00:54:35,2026-02-23 02:21:35,morno,Contato inicial,Aberto,TRUE,2026-02-23 00:54:35,2026-03-06 02:21:35,
851,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 851,cliente_851@provedor.com.br,11929852653,16818354780,Indicação,Interesse no Produto Ref: 8895,2025-09-11 19:06:35,2025-09-11 22:42:35,quente,Teste drive,Finalizado com venda,FALSE,2025-09-11 19:06:35,2025-09-23 22:42:35,Sucesso / Venda Concluída
852,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 852,cliente_852@provedor.com.br,11933991652,59145964215,Indicação,Interesse no Produto Ref: 8747,2025-04-13 12:55:35,2025-04-13 14:33:35,morno,Enviou proposta,Finalizado com venda,FALSE,2025-04-13 12:55:35,2025-04-22 14:33:35,Sucesso / Venda Concluída
853,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 853,cliente_853@provedor.com.br,11948287954,00016834743,Mercado Livre,Interesse no Produto Ref: 4891,2026-02-06 11:50:35,2026-02-06 12:17:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2026-02-06 11:50:35,2026-02-11 12:17:35,
854,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 854,cliente_854@provedor.com.br,11983920372,54469130763,Facebook,Interesse no Produto Ref: 8578,2025-08-05 11:27:35,2025-08-05 16:21:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-08-05 11:27:35,2025-08-16 16:21:35,Sucesso / Venda Concluída
855,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 855,cliente_855@provedor.com.br,11932632505,66107776595,Loja Física,Interesse no Produto Ref: 1370,2025-05-21 05:37:35,2025-05-21 06:27:35,frio,Contato inicial,Aberto,TRUE,2025-05-21 05:37:35,2025-05-21 06:27:35,
856,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 856,cliente_856@provedor.com.br,11986339645,03732468524,Indicação,Interesse no Produto Ref: 8805,2025-11-05 09:03:35,2025-11-05 12:28:35,frio,Aguardando resposta do cliente,Aberto,TRUE,2025-11-05 09:03:35,2025-11-08 12:28:35,
857,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 857,cliente_857@provedor.com.br,11925504434,85760433669,WhatsApp,Interesse no Produto Ref: 8583,2025-10-06 05:50:35,2025-10-06 08:14:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-10-06 05:50:35,2025-10-15 08:14:35,Sucesso / Venda Concluída
858,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 858,cliente_858@provedor.com.br,11952371984,80695414650,Loja Física,Interesse no Produto Ref: 8304,2026-02-09 16:12:35,2026-02-09 16:28:35,frio,Teste drive,Finalizado com venda,FALSE,2026-02-09 16:12:35,2026-02-12 16:28:35,Sucesso / Venda Concluída
859,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 859,cliente_859@provedor.com.br,11970046517,71753855777,WhatsApp,Interesse no Produto Ref: 6647,2025-12-07 09:24:35,2025-12-07 11:19:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-12-07 09:24:35,2025-12-21 11:19:35,Comprou em outra loja
860,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 860,cliente_860@provedor.com.br,11944944980,52250973860,Instagram,Interesse no Produto Ref: 2196,2025-11-09 09:24:35,2025-11-09 11:22:35,morno,Contato inicial,Em negociação,TRUE,2025-11-09 09:24:35,2025-11-20 11:22:35,
861,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 861,cliente_861@provedor.com.br,11901842649,06672148863,WhatsApp,Interesse no Produto Ref: 1224,2026-02-10 17:15:35,2026-02-10 20:00:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2026-02-10 17:15:35,2026-02-25 20:00:35,Sucesso / Venda Concluída
862,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 862,cliente_862@provedor.com.br,11927725297,42919606211,Facebook,Interesse no Produto Ref: 5925,2025-04-26 16:28:35,2025-04-26 21:08:35,morno,Teste drive,Em negociação,TRUE,2025-04-26 16:28:35,2025-05-09 21:08:35,
863,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 863,cliente_863@provedor.com.br,11919934887,48578884938,Indicação,Interesse no Produto Ref: 5971,2025-08-08 00:05:35,2025-08-08 03:01:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-08-08 00:05:35,2025-08-09 03:01:35,Sem estoque
864,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 864,cliente_864@provedor.com.br,11969495085,26812834205,Facebook,Interesse no Produto Ref: 6903,2025-10-21 14:29:35,2025-10-21 18:14:35,morno,Enviou proposta,Em negociação,TRUE,2025-10-21 14:29:35,2025-11-01 18:14:35,
865,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 865,cliente_865@provedor.com.br,11909103667,95031967875,Mercado Livre,Interesse no Produto Ref: 5755,2026-03-01 04:47:35,2026-03-01 09:18:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2026-03-01 04:47:35,2026-03-09 09:18:35,Preço
866,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 866,cliente_866@provedor.com.br,11940322539,62278835069,Instagram,Interesse no Produto Ref: 6462,2025-05-11 00:52:35,2025-05-11 02:50:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2025-05-11 00:52:35,2025-05-18 02:50:35,
867,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 867,cliente_867@provedor.com.br,11997237350,07202141375,WhatsApp,Interesse no Produto Ref: 1397,2025-09-23 16:38:35,2025-09-23 16:59:35,morno,Teste drive,Finalizado com venda,FALSE,2025-09-23 16:38:35,2025-09-23 16:59:35,Sucesso / Venda Concluída
868,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 868,cliente_868@provedor.com.br,11962785420,15478487503,Instagram,Interesse no Produto Ref: 1612,2025-05-21 19:39:35,2025-05-21 20:40:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2025-05-21 19:39:35,2025-06-03 20:40:35,Sucesso / Venda Concluída
869,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 869,cliente_869@provedor.com.br,11930385183,36125199974,Loja Física,Interesse no Produto Ref: 9774,2026-01-22 03:43:35,2026-01-22 05:21:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2026-01-22 03:43:35,2026-01-26 05:21:35,
